Jahr,Förderung,Medium/Fördernehmer,Verleger,Förderbetrag
2006,Qualitätsförderung und Zukunftssicherung – 2. Förderung von Vereinigungen der Journalistenausbildung gemäß § 10 Abs. 2 PresseFG 2004,Jugendpresse Österreich - Verband junger Medienmacher und Medienmacherinnen,Kirchengasse 27/2 1070 Wien,"abgelehnt, da es sich nicht um eine Vereinigung handelt, deren Hauptaufgabe die Berufs begleitende Aus- und Fortbildung von journalistischen Mitarbeitern österreichischer Medienunternehmen ist und weder dafür noch für die Talent- bzw. Nachwuchsförderung gemäß § 10 Abs.2 Z 2 eine repräsentative Bedeutung vorliegt"
2006,Qualitätsförderung und Zukunftssicherung – 2. Förderung von Vereinigungen der Journalistenausbildung gemäß § 10 Abs. 2 PresseFG 2004,Katholische Medien Akademie,Schottengasse 3/7/39 1010 Wien,"43.386,96"
2006,Qualitätsförderung und Zukunftssicherung – 2. Förderung von Vereinigungen der Journalistenausbildung gemäß § 10 Abs. 2 PresseFG 2004,MediaCluster GmbH,Seebachergasse 12 8010 Graz,"abgelehnt da es sich nicht um eine Vereinigung handelt, deren Hauptaufgabe die Berufs begleitende Aus- und Fortbildung von journalistischen Mitarbeitern österreichischer Medienunternehmen ist und weder dafür noch für die Talent- bzw. Nachwuchsförderung gemäß § 10 Abs.2 Z 2 eine repräsentative Bedeutung vorliegt"
2006,Qualitätsförderung und Zukunftssicherung – 2. Förderung von Vereinigungen der Journalistenausbildung gemäß § 10 Abs. 2 PresseFG 2004,Österreichische Medienakademie - Kuratorium für Journalistenausbildung,Karolingerstraße 40 5020 Salzburg,"455.473,20"
2006,Qualitätsförderung und Zukunftssicherung – 2. Förderung von Vereinigungen der Journalistenausbildung gemäß § 10 Abs. 2 PresseFG 2004,OÖ Journalistenakademie,Hafenstraße 1-3 4020 Linz,"65.067,60"
2006,Qualitätsförderung und Zukunftssicherung – 3. Förderung gemäß § 11 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten angestellter Auslandskorrespondenten),Kleine Zeitung Steiermark und Kärnten,Kleine Zeitung GmbH & Co KG Schönaugasse 64 8010 Graz,"40.000,00"
2006,Qualitätsförderung und Zukunftssicherung – 3. Förderung gemäß § 11 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten angestellter Auslandskorrespondenten),Kurier,Mediaprint Zeitungs- und Zeitschriftenverlag Ges.m.b.H & Co KG Muthgasse 2 1190 Wien,"4.765,84"
2006,Qualitätsförderung und Zukunftssicherung – 3. Förderung gemäß § 11 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten angestellter Auslandskorrespondenten),Die Presse,Die Presse Verlags-Gesellschaft m.b.H. & Co KG Parkring 12a 1015 Wien,"40.000,00"
2006,Qualitätsförderung und Zukunftssicherung – 3. Förderung gemäß § 11 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten angestellter Auslandskorrespondenten),Salzburger Nachrichten,Salzburger Nachrichten Verlagsges.m.b.H. & Co KG Karolingerstraße 40 5020 Salzburg,"40.000,00"
2006,Qualitätsförderung und Zukunftssicherung – 3. Förderung gemäß § 11 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten angestellter Auslandskorrespondenten),Der Standard,Standard VerlagsgesmbH Herrengasse 19-21 1014 Wien,"40.000,00"
2006,Qualitätsförderung und Zukunftssicherung – 3. Förderung gemäß § 11 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten angestellter Auslandskorrespondenten),Tiroler Tageszeitung,Schlüsselverlag J.S. Moser GmbH Ing.-Etzel-Straße 30 6020 Innsbruck,"40.000,00"
2006,Qualitätsförderung und Zukunftssicherung – 3. Förderung gemäß § 11 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten angestellter Auslandskorrespondenten),WirtschaftsBlatt,WirtschaftsBlatt Verlag AG Geiselbergstraße 15/1 1110 Wien,"29.553,90"
2006,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z1 PresseFG 2004",Verein Zeitung in der Schule (ZIS),Verein zur Förderung der Nutzung von Zeitungen in der Schule Wipplingerstraße 15 1010 Wien,"193.489,46"
2006,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Kleine Zeitung Steiermark und Kärnten,Kleine Zeitung GmbH & Co KG Schönaugasse 64 8010 Graz,"26.304,96"
2006,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Kurier,Mediaprint Zeitungs- und Zeitschriftenverlag Ges.m.b.H & Co KG Muthgasse 2 1190 Wien,"19.404,96"
2006,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Neue Kärntner Tageszeitung,Kärntner Druck- und Verlagsges.m.b.H. Viktringer Ring 28 9020 Klagenfurt,"439,56"
2006,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Neue Kronenzeitung,Mediaprint Zeitungs- und Zeitschriftenverlag Ges.m.b.H & Co KG Muthgasse 2 1190 Wien,"12.588,30"
2006,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Neues Volksblatt,OÖ Media Data Vertriebs- und Verlagsges.m.b.H. Hafenstr. 1-3 4010 Linz,"1.390,54"
2006,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Oberösterreichische Nachrichten,OÖN Redaktion GmbH & CO KG Promenade 23 4020 Linz,"20.402,56"
2006,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Die Presse,Die Presse Verlags-Gesellschaft mbH & Co KG Parkring 12a 1015 Wien,"12.282,20"
2006,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Salzburger Nachrichten,Salzburger Nachrichten Verlagsges.m.b.H. & Co KG Karolingerstraße 40 5020 Salzburg,"25.230,76"
2006,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Der Standard,Standard Verlagsgesellschaft m.b.H. Herrengasse 19-21 1010 Wien,"23.440,00"
2006,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",SVZ Salzburger Volkszeitung,Salzburger Volkszeitung GesmbH Bergstraße 12 5020 Salzburg,"3.964,22"
2006,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Tiroler Tageszeitung,Schlüsselverlag J.S. Moser GmbH Ing.-Etzel-Straße 30 6020 Innsbruck,"41.185,74"
2006,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Die Furche,Die Furche ZeitschriftenbetriebsgesmbH & Co KG Lobkowitzplatz 1 1010 Wien,"5.435,20"
2006,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Hrvatske Novine,Kroatischer Presseverein Hotterweg 54 7000 Eisenstadt,"566,40"
2006,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Murtaler Zeitung,Murtaler Zeitungs GmbH. & Co KG Murtaler Platz 1 8750 Judenburg,"25,20"
2006,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",BVZ - Burgenländische Volkszeitung,Niederösterreichisches Pressehaus Druck- und Verlagsgesellschaft m.b.H. Gutenbergstraße 12 3100 St. Pölten,"29,58"
2006,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",NÖN,Niederösterreichisches Pressehaus Druck- und Verlagsgesellschaft m.b.H. Gutenbergstraße 12 3100 St. Pölten,"1.688,28"
2006,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Osttiroler Bote,Osttiroler Bote Medienunternehmen GmbH Schweizergasse 26 9900 Lienz,"75,80"
2006,Qualitätsförderung und Zukunftssicherung – 5. Förderung von Forschungsprojekten gemäß § 11 Abs. 3 PresseFG 2004,Weiterbildung als Qualitätssicherung Untersuchung internationaler Best-Practise-Modelle in Printmedien,Medienhaus Wien - Forschung und Weiterbildung GmbH Alser Straße 22/8 1090 Wien,"18.000,00"
2006,Qualitätsförderung und Zukunftssicherung – 5. Förderung von Forschungsprojekten gemäß § 11 Abs. 3 PresseFG 2004,Grundlagenforschung Lesermarkt - Instrument-Entwicklung im Bereich Lesermarkt,Verband Österreichischer Zeitungen Wipplingerstraße 15 1010 Wien,"8.000,00"
2006,Qualitätsförderung und Zukunftssicherung – 5. Förderung von Forschungsprojekten gemäß § 11 Abs. 3 PresseFG 2004,Initiierung/Begleitung Organisationsmodell Selbstkontrolle Wissenschaftliche Begleitung der Implementierung von Selbstkontrolle in Österreichs Printmedien,Medienhaus Wien - Forschung und Weiterbildung GmbH Alser Straße 22/8 1090 Wien,"20.000,00"
2006,Qualitätsförderung und Zukunftssicherung – 5. Förderung von Forschungsprojekten gemäß § 11 Abs. 3 PresseFG 2004,Lesbarkeit und Verständlichkeit von Zeitungstexten. Eine empirische Untersuchung mit Hilfe von Eyetracking,Privatdozent Dr. Stefan Weber Schopperstraße 10 5020 Salzburg,"20.000,00"
2006,Qualitätsförderung und Zukunftssicherung – 5. Förderung von Forschungsprojekten gemäß § 11 Abs. 3 PresseFG 2004,Staatliche Förderung der Tagespresse in Europa,Mag. Dr. Paul Murschetz MSc p.A. Murschetz Media Consulting Salzburg Pillweinstraße 4 5020 Salzburg,"kein förderungswürdiges Projekt im Sinne des § 11 Abs.3 in Verbindung mit Punkt 19.1. der Richtlinien für den Beobachtungszeitraum 2006, da mangels direkten Nutzens für die betroffenen Berufsgruppen (Verleger/Medieninhaber bzw. Journalisten) kein Beitrag zum Fortschritt auf dem Gebiet des Pressewesens zu erwarten ist"
2006,Qualitätsförderung und Zukunftssicherung – 6. Förderung von Presseclubs gemäß § 11 Abs. 4 PresseFG 2004,Klub der Wirtschaftspublizisten,Bauernmarkt 6/Top 7 1010 Wien,"3.003,12"
2006,Qualitätsförderung und Zukunftssicherung – 6. Förderung von Presseclubs gemäß § 11 Abs. 4 PresseFG 2004,Oberösterreichischer Presseclub,Landstraße 31 (Ursulinenhof) 4020 Linz,"10.010,40"
2006,Qualitätsförderung und Zukunftssicherung – 6. Förderung von Presseclubs gemäß § 11 Abs. 4 PresseFG 2004,Presseclub Carinthia,Bahnhofstraße 42/4. Stock 9020 Klagenfurt,"3.003,12"
2006,Qualitätsförderung und Zukunftssicherung – 6. Förderung von Presseclubs gemäß § 11 Abs. 4 PresseFG 2004,Presseclub Concordia,Concordia-Haus Bankgasse 8 1010 Wien,"25.026,00"
2006,Qualitätsförderung und Zukunftssicherung – 6. Förderung von Presseclubs gemäß § 11 Abs. 4 PresseFG 2004,Steirischer Presseclub,Bürgergasse 2 8010 Graz,"8.008,32"
2006,Qualitätsförderung und Zukunftssicherung – 6. Förderung von Presseclubs gemäß § 11 Abs. 4 PresseFG 2004,Verband der Agrarjournalisten und -publizisten in Österreich (VAÖ),Schauflergasse 6 1014 Wien,"1.001,04"
2005,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Kleine Zeitung Steiermark und Kärnten,Kleine Zeitung GmbH & Co KG Schönaugasse 64 8010 Graz,"172.079,40"
2005,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,KRONEHIT,KRONEHIT Radio Betriebs GmbH Daumegasse 1 1100 Wien,abgelehnt wegen Nichterfüllung der Förderungsvoraussetzung gemäß § 2 Abs.1 PresseFG 2004
2005,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Kurier,Mediaprint Zeitungs- und Zeitschriften- verlag Ges.m.b.H & Co KG Muthgasse 2 1190 Wien,"137.663,50"
2005,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Neue Kärntner Tageszeitung,Kärntner Druck- und Verlagsges.m.b.H. Viktringer Ring 28 9020 Klagenfurt,"172.079,40"
2005,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Neue Kronenzeitung,Mediaprint Zeitungs- und Zeitschriften- verlag Ges.m.b.H & Co KG Muthgasse 2 1190 Wien,"172.079,40"
2005,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Neue Vorarlberger Tageszeitung,Zeitungs- und Verlagsges.m.b.H. Gutenbergstraße 1 6858 Schwarzach,"137.663,50"
2005,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,NEUE Zeitung für Tirol,Schlüsselverlag J.S. Moser GmbH Ing.-Etzel-Straße 30 6020 Innsbruck,"137.663,50"
2005,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Neues Volksblatt,OÖ Media Data Vertriebs- und Verlagsges.m.b.H. Hafenstraße 1-3 4010 Linz,"172.079,40"
2005,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Oberösterreichische Nachrichten,OÖN Redaktion GmbH & CO KG Promenade 23 4020 Linz,"172.079,40"
2005,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Die Presse,Die Presse Verlags-Gesellschaft m.b.H. & Co KG Parkring 12a 1015 Wien,"137.663,50"
2005,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Salzburger Nachrichten,Salzburger Nachrichten Verlagsges.m.b.H. & Co KG Karolingerstraße 40 5020 Salzburg,"172.079,40"
2005,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Der Standard,Standard Verlagsgesellschaft m.b.H. Herrengasse 19-21 1010 Wien,"172.079,40"
2005,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,SVZ Salzburger Volkszeitung,Salzburger Volkszeitung GmbH Bergstraße 12 5020 Salzburg,"172.079,40"
2005,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Tiroler Tageszeitung,Schlüsselverlag J.S. Moser GmbH. Ing.-Etzel-Straße 30 6020 Innsbruck,"172.079,40"
2005,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,Vorarlberger Nachrichten,"Eugen Ruß, Vbg. Zeitungsverlag u. Druckerei GmbH Gutenbergstraße 1 6858 Schwarzach","172.079,40"
2005,Vertriebsförderung für Tageszeitungen gemäß dem Abschnitt II PresseFG 2004,WirtschaftsBlatt,WirtschaftsBlatt Verlag AG Geiselbergstraße 15/1 1110 Wien,"172.079,40"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Badener Zeitung,Verlag Rudolf M. Rohrer Wassergasse 1 2500 Baden,"9.700,00"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,BF – Die Burgenlandwoche,Sozialdemokratische Partei – Landesdirektion Burgenland Permayerstraße 2 7000 Eisenstadt,"63.479,78"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Braunauer Rundschau,OÖ Rundschau Redaktions Gesellschaft mbH & Co KG Hafenstr. 1-3 4020 Linz,"7.760,00"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,CITY – Stadtzeitung für Wien,Sportzeitung Verlags-GmbH Linke Wienzeile 40/22 1060 Wien,"43.581,32"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,martinus - Eisenstädter Kirchenzeitung,Diözese Eisenstadt - Pastoralamt St. Rochusstr. 21 7000 Eisenstadt,"77.147,04"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Der Ennstaler,Wallig GMBH Ennstaler Druckerei und Verlag Mitterbergstr. 36 8962 Gröbming,"9.700,00"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Falter,Falter Zeitschriftenges.m.b.H. Marc-Aurel-Straße 9 1010 Wien,"74.440,14"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Format,Verlagsgruppe NEWS Gesellschaft m.b.H. Taborstrasse 1-3 1020 Wien,"32.482,96"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Frauenblatt,Dr. Markaritzer Verlag GmbH Piaristengasse 5-7 1080 Wien,keine Förderung aufgrund der Bestimmung des § 14 Abs.2 PresseFG 2004 (Zeitung erscheint nicht mehr)
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Die Furche,Die Furche Zeitschriftenbetriebs GmbH & Co KG Lobkowitzplatz 1 1010 Wien,"78.659,74"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Die ganze Woche,Die ganze Woche Ges.m.b.H. Heiligenstädter Straße 121 1190 Wien,"81.207,42"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,GLASNIK – Crikvene novine Zeljezanske biskupije,Diözese Eisenstadt Kroatische Sektion des Pastoralamtes St. Rochusstraße 21 7000 Eisenstadt,"13.853,04"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Hrvatske Novine,Kroatischer Presseverein Hotterweg 54 7000 Eisenstadt,"9.752,86"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Der Sonntag - Kärntner Kirchenzeitung,Diözese Gurk – Seelsorgeamt Tarviser Straße 30 9020 Klagenfurt,"63.055,16"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Kärntner Nachrichten,A.B.C. Werbeagentur Ges.m.b.H. Stauderplatz 5/1 9020 Klagenfurt,"49.759,44"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Kirche bunt - St. Pöltner Kirchenzeitung,Kirchenblatt für die Diözese St. Pölten Gutenbergstr. 12 3100 St. Pölten,"66.239,78"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,KirchenBlatt,Diözese Feldkirch Bahnhofstraße 13 6800 Feldkirch,"77.147,04"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Kirchenzeitung der Diözese Linz,Diözese Linz Kapuzinerstraße 84 4020 Linz,"82.799,72"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,KIRCHE – Sonntagszeitung für die Diözese Innsbruck,Diözese Innsbruck Bischöfliches Ordinariat Wilhelm-Greil-Straße 7 6020 Innsbruck,"82.799,72"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Murtaler Zeitung,Murtaler Zeitung GmbH. & Co KG Murtaler Platz 1 8750 Judenburg,"7.760,00"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Nedelja – Slowenische Kirchenzeitung der Diözese Gurk,Bischöfliches Seelsorgeamt Viktringer Ring 26 9020 Klagenfurt/Celovec,"15.392,26"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,BVZ - Burgenländische Volkszeitung,Niederösterreichisches Pressehaus Druck- und Verlagsges.m.b.H. Gutenbergstraße 12 3100 St. Pölten,"25.391,92"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Neue Freie Zeitung,Freiheitliche Partei Österreichs Theobaldgasse 19/4 1060 Wien,"66.876,70"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Neues Land,Neues Land Medien GesmbH Reitschulgasse 3 8010 Graz,"82.799,72"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,NEWS,Verlagsgruppe NEWS Gesellschaft m.b.H. Taborstrasse 1-3 1020 Wien,"64.965,94"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,NÖ-Rundschau,Niederösterreichisches Pressehaus Druck- und Verlagsges.m.b.H. Gutenbergstraße 12 3100 St. Pölten,"2.070,00"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,NÖN,Niederösterreichisches Pressehaus Druck- und Verlagsges.m.b.H. Gutenbergstraße 12 3100 St. Pölten,"82.799,72"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,NOVICE,Slomedia GesmbH Villacherstraße 127/I 9020 Klagenfurt/Celovec,"20.009,94"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,OÖ Nachrichten,Aichfelder Zeitungsverlag Frauengasse 1 (Rathaus) 8720 Knittelfeld,"9.700,00"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Österreichische BauernZeitung (NÖ),Agrar Media VerlagsgesmbH Achauer Straße 49a 2333 Leopoldsdorf Österreichischer Agrarverlag Achauer Straße 49a 2333 Leopoldsdorf,"82.799,72"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Österreichische BauernZeitung - Landwirtschaftszeitung OÖ,Agrar Media VerlagsgesmbH Achauer Straße 49a 2333 Leopoldsdorf,abgelehnt wegen Nichterfüllung der Förderungsvoraussetzung gemäß § 2 Abs.1 Z 1 letzter Satz PresseFG 2004
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Landwirtschaftszeitung Oberösterreich,AGRO Werbung GmbH Harrachstraße 12 4010 Linz,keine eigenständige Publikation
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Österreichische BauernZeitung - Tiroler Ausgabe,Agrar Media VerlagsgesmbH Achauer Straße 49a 2333 Leopoldsdorf Prologo Werbeagentur GesmbH. Brixnerstr. 1 6020 Innsbruck,abgelehnt wegen Nichterfüllung der Förderungsvoraussetzung gemäß § 2 Abs.1 Z 2 PresseFG 2004
